date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:59:27	109194/109194	---M--	200	added ('OK')	image/jpeg	etag:%2213452a5-1aa8a-56302acd0c200%22	https://xincomblog.com/html5-templates/autorepair/assets/img/galleries/g8.jpg	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/assets/img/galleries/g8.jpg	(from https://xincomblog.com/html5-templates/autorepair/page-work-galleries.html)
23:59:28	43831/43831	---M--	200	added ('OK')	image/jpeg	etag:%2213452a4-ab37-563031a7cee00%22	https://xincomblog.com/html5-templates/autorepair/assets/img/galleries/gdt.jpg	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/assets/img/galleries/gdt.jpg	(from https://xincomblog.com/html5-templates/autorepair/page-work-gallerie-detail.html)
23:59:29	74610/74610	---M--	200	added ('OK')	image/jpeg	etag:%2213453e5-12372-563031cc0c380%22	https://xincomblog.com/html5-templates/autorepair/assets/img/galleries/gdt-2.jpg	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/assets/img/galleries/gdt-2.jpg	(from https://xincomblog.com/html5-templates/autorepair/page-work-gallerie-detail.html)
23:59:30	86289/86289	---M--	200	added ('OK')	image/jpeg	etag:%2213453ea-15111-563031e4d7e00%22	https://xincomblog.com/html5-templates/autorepair/assets/img/galleries/gdt-3.jpg	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/assets/img/galleries/gdt-3.jpg	(from https://xincomblog.com/html5-templates/autorepair/page-work-gallerie-detail.html)
23:59:32	107945/107945	---M--	200	added ('OK')	image/jpeg	etag:%221341171-1a5a9-56306ae5f7b80%22	https://xincomblog.com/html5-templates/autorepair/assets/img/services/sdt-1.jpg	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/assets/img/services/sdt-1.jpg	(from https://xincomblog.com/html5-templates/autorepair/page-service-detail.html)
23:59:32	19999/19999	---M--	200	added ('OK')	image/jpeg	etag:%2213420e2-4e1f-56306bdc04000%22	https://xincomblog.com/html5-templates/autorepair/assets/img/services/sdt-s-1.jpg	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/assets/img/services/sdt-s-1.jpg	(from https://xincomblog.com/html5-templates/autorepair/page-service-detail.html)
23:59:33	22334/22334	---M--	200	added ('OK')	application/javascript	etag:%221345528-573e-54b4d48f2f400%22	https://xincomblog.com/html5-templates/autorepair/assets/js/flexslider.js	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/assets/js/flexslider.js	(from https://xincomblog.com/html5-templates/autorepair/page-service-detail.html)
23:59:35	66675/66675	---M--	200	added ('OK')	image/jpeg	etag:%221345400-10473-5625101b40000%22	https://xincomblog.com/html5-templates/autorepair/assets/img/blog/post-1.jpg	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/assets/img/blog/post-1.jpg	(from https://xincomblog.com/html5-templates/autorepair/page-blog.html)
23:59:36	37895/37895	---M--	200	added ('OK')	text/html	etag:%221345537-9407-5631ba0c3b300%22	https://xincomblog.com/html5-templates/autorepair/page-blog-single.html	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/page-blog-single.html	(from https://xincomblog.com/html5-templates/autorepair/page-blog.html)
23:59:37	64104/64104	---M--	200	added ('OK')	image/jpeg	etag:%221345404-fa68-5625104165a00%22	https://xincomblog.com/html5-templates/autorepair/assets/img/blog/post-2.jpg	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/assets/img/blog/post-2.jpg	(from https://xincomblog.com/html5-templates/autorepair/page-blog.html)
23:59:38	40545/40545	---M--	200	added ('OK')	image/jpeg	etag:%221345403-9e61-562510678b400%22	https://xincomblog.com/html5-templates/autorepair/assets/img/blog/post-3.jpg	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/assets/img/blog/post-3.jpg	(from https://xincomblog.com/html5-templates/autorepair/page-blog.html)
23:59:39	51431/51431	---M--	200	added ('OK')	image/jpeg	etag:%221345402-c8e7-5625109cf3200%22	https://xincomblog.com/html5-templates/autorepair/assets/img/blog/post-4.jpg	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/assets/img/blog/post-4.jpg	(from https://xincomblog.com/html5-templates/autorepair/page-blog.html)
23:59:41	843/843	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Dec%202016%2001:00:57%20GMT	http://maps.google.com/mapfiles/marker_green.png	D:/New%20Volume/hoc%20tap/demo/maps.google.com/mapfiles/marker_green.png	(from https://xincomblog.com/html5-templates/autorepair/page-contact.html)
23:59:41	55024/55024	---M--	200	added ('OK')	image/jpeg	etag:%221345401-d6f0-562510cab9e00%22	https://xincomblog.com/html5-templates/autorepair/assets/img/blog/post-5.jpg	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/assets/img/blog/post-5.jpg	(from https://xincomblog.com/html5-templates/autorepair/page-blog.html)
23:59:42	21068/21068	---M--	200	added ('OK')	application/javascript	etag:%221345531-524c-54b4d492ffd00%22	https://xincomblog.com/html5-templates/autorepair/assets/js/validate.js	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/assets/js/validate.js	(from https://xincomblog.com/html5-templates/autorepair/page-contact.html)
23:59:43	9819/9819	---M--	200	added ('OK')	application/javascript	etag:%221345525-265b-54b4d48f2f400%22	https://xincomblog.com/html5-templates/autorepair/assets/js/gmap3.min.js	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/assets/js/gmap3.min.js	(from https://xincomblog.com/html5-templates/autorepair/page-contact.html)
23:59:44	28730/28730	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Aug%202019%2016:59:45%20GMT	https://xincomblog.com/html5-templates/autorepair/assets/font/bootstrap/glyphicons-halflings-regular.eot	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/assets/font/bootstrap/glyphicons-halflings-regular.5f.delayed	(from https://xincomblog.com/html5-templates/autorepair/assets/css/bootstrap.min.css)
23:59:46	28730/28730	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Aug%202019%2016:59:46%20GMT	https://xincomblog.com/html5-templates/autorepair/assets/font/bootstrap/glyphicons-halflings-regular.eot?	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/assets/font/bootstrap/glyphicons-halflings-regular.60d41d.delayed	(from https://xincomblog.com/html5-templates/autorepair/assets/css/bootstrap.min.css)
23:59:48	28734/28734	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Aug%202019%2016:59:48%20GMT	https://xincomblog.com/html5-templates/autorepair/assets/font/bootstrap/glyphicons-halflings-regular.woff2	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/assets/font/bootstrap/glyphicons-halflings-regular.61.delayed	(from https://xincomblog.com/html5-templates/autorepair/assets/css/bootstrap.min.css)
23:59:49	28732/28732	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Aug%202019%2016:59:49%20GMT	https://xincomblog.com/html5-templates/autorepair/assets/font/bootstrap/glyphicons-halflings-regular.woff	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/assets/font/bootstrap/glyphicons-halflings-regular.62.delayed	(from https://xincomblog.com/html5-templates/autorepair/assets/css/bootstrap.min.css)
23:59:51	28730/28730	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Aug%202019%2016:59:51%20GMT	https://xincomblog.com/html5-templates/autorepair/assets/font/bootstrap/glyphicons-halflings-regular.ttf	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/assets/font/bootstrap/glyphicons-halflings-regular.63.delayed	(from https://xincomblog.com/html5-templates/autorepair/assets/css/bootstrap.min.css)
23:59:52	28730/28730	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Aug%202019%2016:59:53%20GMT	https://xincomblog.com/html5-templates/autorepair/assets/font/bootstrap/glyphicons-halflings-regular.svg	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/assets/font/bootstrap/glyphicons-halflings-regular.64.delayed	(from https://xincomblog.com/html5-templates/autorepair/assets/css/bootstrap.min.css)
23:59:55	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221345513-2876e-550398f5abe00%22	https://xincomblog.com/html5-templates/autorepair/assets/font/fontawesome-webfont.eot?v=4.7.0	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/assets/font/fontawesome-webfont3e6e.eot	(from https://xincomblog.com/html5-templates/autorepair/assets/css/font-awesome.css)
23:59:56	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221345513-2876e-550398f5abe00%22	https://xincomblog.com/html5-templates/autorepair/assets/font/fontawesome-webfont.eot?	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/assets/font/fontawesome-webfontd41d.eot	(from https://xincomblog.com/html5-templates/autorepair/assets/css/font-awesome.css)
23:59:57	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%22134551f-12d68-550398f5abe00%22	https://xincomblog.com/html5-templates/autorepair/assets/font/fontawesome-webfont.woff2?v=4.7.0	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/assets/font/fontawesome-webfont3e6e.woff2	(from https://xincomblog.com/html5-templates/autorepair/assets/css/font-awesome.css)
23:59:58	98024/98024	---M--	200	added ('OK')	font/woff	etag:%221345512-17ee8-550398f5abe00%22	https://xincomblog.com/html5-templates/autorepair/assets/font/fontawesome-webfont.woff?v=4.7.0	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/assets/font/fontawesome-webfont3e6e.woff	(from https://xincomblog.com/html5-templates/autorepair/assets/css/font-awesome.css)
23:59:59	165548/165548	---M--	200	added ('OK')	font/ttf	etag:%22134551e-286ac-550398f5abe00%22	https://xincomblog.com/html5-templates/autorepair/assets/font/fontawesome-webfont.ttf?v=4.7.0	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/assets/font/fontawesome-webfont3e6e.ttf	(from https://xincomblog.com/html5-templates/autorepair/assets/css/font-awesome.css)
00:00:01	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%22134551b-6c7db-550398f5abe00%22	https://xincomblog.com/html5-templates/autorepair/assets/font/fontawesome-webfont.svg?v=4.7.0	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/assets/font/fontawesome-webfont3e6e.svg	(from https://xincomblog.com/html5-templates/autorepair/assets/css/font-awesome.css)
00:00:01	28672/28672	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Aug%202019%2017:00:02%20GMT	https://xincomblog.com/html5-templates/autorepair/assets/img/cbp-sprite.png	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/assets/img/cbp-sprite.6b.delayed	(from https://xincomblog.com/html5-templates/autorepair/assets/css/cubeportfolio.css)
00:00:03	28680/28680	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Aug%202019%2017:00:04%20GMT	https://xincomblog.com/html5-templates/autorepair/assets/css/owl.video.play.png	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/assets/css/owl.video.play.6c.delayed	(from https://xincomblog.com/html5-templates/autorepair/assets/css/owl.carousel.min.css)
00:00:04	12136/12136	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221345551-2f68-5498e8f2fa000%22	https://xincomblog.com/html5-templates/autorepair/includes/rev-slider/fonts/revicons/revicons90c6.eot?5510888	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/includes/rev-slider/fonts/revicons/revicons90c690c6.eot	(from https://xincomblog.com/html5-templates/autorepair/includes/rev-slider/css/settings.css)
00:00:05	7536/7536	---M--	200	added ('OK')	font/woff	etag:%22134554f-1d70-5498e8f2fa000%22	https://xincomblog.com/html5-templates/autorepair/includes/rev-slider/fonts/revicons/revicons90c6.woff?5510888	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/includes/rev-slider/fonts/revicons/revicons90c690c6.woff	(from https://xincomblog.com/html5-templates/autorepair/includes/rev-slider/css/settings.css)
00:00:06	11968/11968	---M--	200	added ('OK')	font/ttf	etag:%221345550-2ec0-5498e8f2fa000%22	https://xincomblog.com/html5-templates/autorepair/includes/rev-slider/fonts/revicons/revicons90c6.ttf?5510888	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/includes/rev-slider/fonts/revicons/revicons90c690c6.ttf	(from https://xincomblog.com/html5-templates/autorepair/includes/rev-slider/css/settings.css)
00:00:07	13532/13532	---M--	200	added ('OK')	image/svg+xml	etag:%221345552-34dc-5498e8f2fa000%22	https://xincomblog.com/html5-templates/autorepair/includes/rev-slider/fonts/revicons/revicons90c6.svg?5510888	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/includes/rev-slider/fonts/revicons/revicons90c690c6.svg	(from https://xincomblog.com/html5-templates/autorepair/includes/rev-slider/css/settings.css)
00:00:08	326/326	---M--	200	added ('OK')	application/vnd.lotus-1-2-3	etag:%221345549-146-5498e8f2fa000%22	https://xincomblog.com/html5-templates/autorepair/includes/rev-slider/css/openhand.123	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/includes/rev-slider/css/openhand.123	(from https://xincomblog.com/html5-templates/autorepair/includes/rev-slider/css/settings.css)
00:00:09	326/326	---M--	200	added ('OK')	application/vnd.lotus-1-2-3	etag:%22134554c-146-5498e8f2fa000%22	https://xincomblog.com/html5-templates/autorepair/includes/rev-slider/css/closedhand.123	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/includes/rev-slider/css/closedhand.123	(from https://xincomblog.com/html5-templates/autorepair/includes/rev-slider/css/settings.css)
00:00:10	933/933	---M--	200	added ('OK')	image/png	etag:%221345544-3a5-5498e8f2fa000%22	https://xincomblog.com/html5-templates/autorepair/includes/rev-slider/assets/gridtile.png	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/includes/rev-slider/assets/gridtile.png	(from https://xincomblog.com/html5-templates/autorepair/includes/rev-slider/css/settings.css)
00:00:11	931/931	---M--	200	added ('OK')	image/png	etag:%221345543-3a3-5498e8f2fa000%22	https://xincomblog.com/html5-templates/autorepair/includes/rev-slider/assets/gridtile_white.png	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/includes/rev-slider/assets/gridtile_white.png	(from https://xincomblog.com/html5-templates/autorepair/includes/rev-slider/css/settings.css)
00:00:12	938/938	---M--	200	added ('OK')	image/png	etag:%221345546-3aa-5498e8f2fa000%22	https://xincomblog.com/html5-templates/autorepair/includes/rev-slider/assets/gridtile_3x3.png	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/includes/rev-slider/assets/gridtile_3x3.png	(from https://xincomblog.com/html5-templates/autorepair/includes/rev-slider/css/settings.css)
00:00:13	935/935	---M--	200	added ('OK')	image/png	etag:%221345542-3a7-5498e8f2fa000%22	https://xincomblog.com/html5-templates/autorepair/includes/rev-slider/assets/gridtile_3x3_white.png	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/includes/rev-slider/assets/gridtile_3x3_white.png	(from https://xincomblog.com/html5-templates/autorepair/includes/rev-slider/css/settings.css)
00:00:14	184/184	---M--	200	added ('OK')	image/png	etag:%221345545-b8-5498e8f2fa000%22	https://xincomblog.com/html5-templates/autorepair/includes/rev-slider/assets/coloredbg.png	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/includes/rev-slider/assets/coloredbg.png	(from https://xincomblog.com/html5-templates/autorepair/includes/rev-slider/css/settings.css)
00:00:15	2545/2545	---M--	200	added ('OK')	image/gif	etag:%221345541-9f1-5498e8f2fa000%22	https://xincomblog.com/html5-templates/autorepair/includes/rev-slider/assets/loader.gif	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/includes/rev-slider/assets/loader.gif	(from https://xincomblog.com/html5-templates/autorepair/includes/rev-slider/css/settings.css)
00:00:16	1025/1025	---M--	200	added ('OK')	image/png	etag:%2213453fd-401-562dbebdc5a80%22	https://xincomblog.com/html5-templates/autorepair/assets/img/plus-icon.png	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/assets/img/plus-icon.png	(from https://xincomblog.com/html5-templates/autorepair/assets/css/shortcodes.css)
00:00:17	997/997	---M--	200	added ('OK')	image/png	etag:%22134529c-3e5-562dbee7bbd80%22	https://xincomblog.com/html5-templates/autorepair/assets/img/minus-icon.png	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/assets/img/minus-icon.png	(from https://xincomblog.com/html5-templates/autorepair/assets/css/shortcodes.css)
00:00:19	28682/28682	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2009%20Aug%202019%2017:00:19%20GMT	https://xincomblog.com/html5-templates/autorepair/assets/img/pattern-overlay.png	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/assets/img/pattern-overlay.7b.delayed	(from https://xincomblog.com/html5-templates/autorepair/assets/css/shortcodes.css)
00:00:21	94721/94721	---M--	200	added ('OK')	image/jpeg	etag:%22134540a-17201-562ec9b02a900%22	https://xincomblog.com/html5-templates/autorepair/assets/img/galleries-bg.jpg	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/assets/img/galleries-bg.jpg	(from https://xincomblog.com/html5-templates/autorepair/assets/css/shortcodes.css)
00:00:22	128281/128281	---M--	200	added ('OK')	image/jpeg	etag:%2213453ff-1f519-562d255576b80%22	https://xincomblog.com/html5-templates/autorepair/assets/img/blog/single-post-1.jpg	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/assets/img/blog/single-post-1.jpg	(from https://xincomblog.com/html5-templates/autorepair/page-blog-single.html)
00:00:22	19415/19415	---M--	200	added ('OK')	image/png	etag:%221344f7c-4bd7-562534a6cb880%22	https://xincomblog.com/html5-templates/autorepair/assets/img/avatars/1.png	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/assets/img/avatars/1.png	(from https://xincomblog.com/html5-templates/autorepair/page-blog-single.html)
00:00:24	20798/20798	---M--	200	added ('OK')	image/png	etag:%221343d74-513e-562534bbc6a00%22	https://xincomblog.com/html5-templates/autorepair/assets/img/avatars/2.png	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/assets/img/avatars/2.png	(from https://xincomblog.com/html5-templates/autorepair/page-blog-single.html)
00:00:25	20313/20313	---M--	200	added ('OK')	image/png	etag:%221342a0f-4f59-562534ccf1280%22	https://xincomblog.com/html5-templates/autorepair/assets/img/avatars/3.png	D:/New%20Volume/hoc%20tap/demo/xincomblog.com/html5-templates/autorepair/assets/img/avatars/3.png	(from https://xincomblog.com/html5-templates/autorepair/page-blog-single.html)
